"CODVIAJE"	"EDAD"	"CLIMA"	"CONGESTION"	"PAVIMENTO"	"INCIDENTE"	"MERIDIANO"	"HPICOHVALLE"	"GENERO"	"TIEMPO_PROFESION"	"HORASTRABAJO"	"NIVELEDUCATIVO"	"INFOTRAFICO"	"CinturonDeSeguridad"	"FrenoRapidoBrusco"	"UsaDireccionales"	"AceleraFrenaBruscamenteSemaforo"	"CulebreaConFrecuencia"	"OmiteLimiteVelocidad"	"IgnoraSenhalPare"	"UsoCelular"	"ActitudAgresiva"	"ViolacNormas"	"IdViaje"	"NivelEducativo"	"DispMobiles"	"SatisfDispMob"	"ComunicVerbal"	"Ansiedad"	"ComunicAfectiva"	"PresPersonal"	"AmbTrabajo"	"StressAlCond"	"HabProsoc"	"AmbLaboral"	"Stress"	"HabProsociales"	"DISTAlt1"	"TIEMPOAlt1"	"VELAlt1"	"DISTAlt2"	"TIEMPOAlt2"	"VELAlt2"	"DISTAlt3"	"TIEMPOAlt3"	"VELAlt3"	"DISTEC"	"TIEMPOEC"	"VELPROMEC"	"VELTOTALEC"	"COSTO"	"CHOICE"
"310"	325	3	"1"	"1"	"1"	"1"	"2"	"2"	1	2	12	1	2	5	1	5	1	3	1	1	1	0.139	0.135	88	1	1	4	8	3	2	1	1	3	1	0.04	0.378	0.292	6.4	14	27.4285714285714	6.8	16	25.5	7.8	16	29.25	6.25353132217077	11.774066666762	40.1831126287874	31.8676537130083	11500	4
"311"	326	2	"1"	"2"	"1"	"1"	"2"	"1"	1	1	15	4	1	5	1	3	1	3	1	1	1	0.127	0.186	367	4	1	0	3	1	1	1	1	1	2	0.08	0.158	0.258	2.9	10	17.4	0	0	0	0	0	0	3.82725630260466	16.9774333318075	18.1896448101586	13.5259184158335	8300	4
"312"	327	3	"1"	"1"	"1"	"1"	"1"	"1"	1	18	14	1	1	5	1	3	1	1	1	1	1	0.091	0.192	344	1	4	2	10	1	1	3	1	3	1	0.177	0.321	0.184	3.6	9	24	4.1	14	17.5714285714286	3.6	17	12.7058823529412	3.27431848157703	8.22366666793823	33.3262919697375	23.8894786021132	7600	1
"313"	328	2	"2"	"1"	"1"	"1"	"2"	"2"	1	7	14	0	1	5	1	5	1	3	1	1	1	0.139	0.135	235	0	3	1	7	1	1	3	3	3	1	0.285	0.296	0.164	4.8	17	16.9411764705882	7.2	17	25.4117647058824	5.1	22	13.9090909090909	4.58881884209432	19.3711666663488	63.8913473370372	14.2133478725345	10200	1
"314"	329	3	"1"	"4"	"1"	"1"	"2"	"1"	1	10	13	1	1	1	3	3	1	3	3	1	1	0.398	0.299	247	1	1	0	6	3	5	8	8	4	4	0.839	0.319	0.364	5.2	11	28.3636363636364	5.3	11	28.9090909090909	5.9	14	25.2857142857143	5.54287908413932	14.0272333343824	35.3524790336488	23.7090762747337	10600	1
"315"	330	3	"1"	"1"	"1"	"1"	"1"	"1"	1	23	13	1	1	5	3	3	1	3	1	1	1	0.454	0.106	218	1	1	6	10	5	2	2	2	5	3	0.149	0.621	0.195	3.4	13	15.6923076923077	3.9	13	18	4.3	14	18.4285714285714	3.88465980183106	14.2597833315531	29.636137737968	16.3452405054514	8000	4
"316"	331	3	"2"	"3"	"1"	"1"	"2"	"1"	1	30	12	1	2	1	1	5	1	3	1	1	1	0.108	0.198	198	1	1	0	5	1	1	1	1	1	1	0.072	0.15	0.261	5.7	15	22.8	6.7	17	23.6470588235294	6.2	18	20.6666666666667	5.89472638075887	15.3150000015895	25.8263797180517	23.0939329290777	11100	4
"317"	332	2	"1"	"1"	"1"	"1"	"2"	"1"	1	20	16	2	1	5	3	5	1	3	1	1	1	0.465	0.056	64	2	3	6	2	4	5	3	3	3	4	0.267	0.346	0.507	4.1	11	22.3636363636364	0	0	0	0	0	0	4.20167366031133	10.4497166673342	31.7574316415517	24.1250961766978	9000	4
"318"	333	2	"1"	"1"	"1"	"1"	"1"	"1"	1	12	15	1	2	5	1	5	1	3	1	1	1	0.139	0.135	173	1	1	0	6	1	1	1	1	1	1	0.073	0.152	0.26	7.1	13	32.7692307692308	7	13	32.3076923076923	6.7	15	26.8	5.95376092047397	13.582333334287	36.0038689974369	26.3007574940503	11000	4
"319"	334	4	"1"	"5"	"1"	"1"	"1"	"2"	1	24	15	3	1	5	1	5	1	3	1	1	1	0.139	0.135	40	3	1	0	2	7	3	5	5	1	1	0.488	0.211	0.313	7.7	17	27.1764705882353	7.2	17	25.4117647058824	8.2	18	27.3333333333333	7.26049602589358	26.5161666671435	24.7482085334056	16.428836302851	12500	4
"320"	335	3	"1"	"1"	"1"	"1"	"2"	"1"	1	0	10	0	2	5	3	3	5	3	3	3	1	0.551	0.511	18	0	0	0	5	3	1	2	2	2	1	0.169	0.279	0.2	2.1	9	14	1.9	8	14.25	2.3	10	13.8	1.77059101405077	5.69366666873296	26.5384643990393	18.6585318431869	5400	2
"321"	336	4	"1"	"1"	"1"	"1"	"1"	"1"	1	10	12	0	1	5	3	5	5	3	1	1	1	0.637	0.085	141	0	1	0	1	5	3	3	3	3	3	0.266	0.393	0.319	6.1	13	28.1538461538462	5.3	15	21.2	6.6	15	26.4	6.19934026976725	12.2809999982516	35.2543867555017	30.2874697694805	11400	1
"322"	337	4	"1"	"1"	"1"	"1"	"1"	"1"	1	2	9	1	1	5	1	3	1	1	1	1	1	0.091	0.192	286	1	4	2	10	3	1	3	2	3	2	0.233	0.379	0.154	2.8	8	21	3.1	10	18.6	0	0	0	2.08372605017075	5.13021666606267	26.1764294504006	24.3700356433869	6500	1
"323"	338	3	"1"	"3"	"1"	"1"	"2"	"2"	1	26	15	2	1	5	1	5	1	1	1	1	1	0.102	0.141	57	2	3	3	7	3	1	3	3	2	1	0.285	0.263	0.174	5.3	17	18.7058823529412	7.4	19	23.3684210526316	6.9	21	19.7142857142857	4.35983905216001	16.182116663456	22.5096749090538	16.1653971831973	9800	4
"324"	339	3	"1"	"3"	"2"	"1"	"2"	"1"	1	1	13	0	2	5	1	5	1	1	3	1	1	0.077	0.271	20	0	0	0	2	4	7	2	1	2	2	0.073	0.233	0.763	5.9	17	20.8235294117647	6.5	18	21.6666666666667	6.1	22	16.6363636363636	5.7454012249334	18.966733332475	26.6975608153119	18.1751948241801	11200	1
"325"	340	3	"1"	"2"	"1"	"1"	"1"	"2"	1	20	14	1	1	5	1	5	1	3	1	1	1	0.139	0.135	180	1	1	0	10	1	1	1	1	1	1	0.076	0.158	0.257	7.5	19	23.6842105263158	8.6	20	25.8	8.7	22	23.7272727272727	6.92533269348928	20.2959333340327	26.5036839951149	20.4730649618662	12000	4
"326"	341	3	"1"	"2"	"1"	"1"	"2"	"2"	1	21	19	1	1	5	1	5	1	1	1	1	1	0.102	0.141	71	1	1	0	7	1	1	1	1	3	2	0.065	0.345	0.207	3.4	14	14.5714285714286	3.4	17	12	0	0	0	4.26755344517911	21.5946666677793	16.4725271461729	11.857242839168	8000	4
"327"	342	3	"1"	"4"	"1"	"1"	"1"	"1"	1	12	15	1	1	5	1	5	1	3	1	3	1	0.09	0.38	366	1	1	0	10	1	3	3	3	1	3	0.31	0.111	0.385	6.1	19	19.2631578947368	5.9	20	17.7	6.3	21	18	6.60961747733761	21.4956166664759	25.3649245783541	18.4492054726092	11800	4
"328"	343	3	"2"	"1"	"1"	"1"	"2"	"1"	1	1	10	3	1	1	1	5	1	1	3	1	5	0.068	0.339	130	3	1	4	10	1	1	2	2	1	1	0.191	0.139	0.232	6.7	17	23.6470588235294	7.4	20	22.2	6.3	25	15.12	6.56970166539345	22.5383333325386	25.6660485094518	17.4894076730388	12500	4
"329"	344	3	"1"	"6"	"2"	"2"	"2"	"2"	1	24	12	0	1	5	1	5	1	3	1	1	1	0.139	0.135	267	0	1	0	1	1	8	3	3	1	1	0.247	0	0.87	8.2	26	18.9230769230769	8.7	30	17.4	9.4	32	17.625	9.10994470136839	35.1932166655858	24.6861277091764	15.5313078448041	15000	4
"330"	345	3	"1"	"1"	"1"	"1"	"1"	"2"	1	16	14	2	1	5	3	5	1	1	3	1	1	0.403	0.191	205	2	4	1	10	2	2	2	2	1	1	0.179	0.153	0.319	6.3	15	25.2	6.8	15	27.2	6	15	24	6.45785204608482	15.6591666658719	49.3361573375811	24.7440448800865	11500	1
"331"	346	3	"1"	"2"	"1"	"1"	"1"	"1"	1	25	15	1	1	5	1	5	1	3	1	1	1	0.139	0.135	320	1	3	1	7	1	1	1	1	1	1	0.074	0.153	0.259	4.6	17	16.2352941176471	4.6	16	17.25	4.8	22	13.0909090909091	4.80784723425771	18.7361666679382	19.8926691196957	15.3964703222405	9600	1
"332"	347	3	"1"	"2"	"1"	"2"	"2"	"1"	1	-1	10	2	1	5	1	1	1	1	1	1	1	0.079	0.242	69	2	1	0	4	4	4	1	1	3	1	0.018	0.37	0.475	5.3	14	22.7142857142857	4.9	17	17.2941176470588	6	20	18	5.75874127198576	22.3039499998093	25.4164572859298	15.4916271029168	11500	4
"333"	348	3	"1"	"2"	"1"	"2"	"1"	"1"	1	33	13	1	1	5	1	5	1	3	1	1	1	0.139	0.135	172	1	1	0	6	1	1	1	1	1	1	0.073	0.152	0.26	6	15	24	5.2	16	19.5	6.2	21	17.7142857142857	4.83019102108556	18.3995000004768	26.747726002597	15.7510509121239	10400	3
